url,energy,heating,price,area,rooms,fee,zipcode,construction_year,level,price_per_area
https://www.immowelt.de/expose/27ks55n,Gas,Zentralheizung,399000.0,59.34,2.0,3.57,12105.0,2022.0,3.0,6723.9635995955505
https://www.immowelt.de/expose/25zdp5x,Fernwärme,Zentralheizung,479000.0,106.3,5.0,3.57,10178.0,1966.0,5.0,4506.114769520226
https://www.immowelt.de/expose/25e2p5h,Öl,Zentralheizung,169000.0,41.0,1.0,3.57,10779.0,1961.0,1.0,4121.951219512195
https://www.immowelt.de/expose/246bk5y,Gas,Zentralheizung,255000.0,73.0,2.0,3.57,12559.0,1978.0,3.0,3493.150684931507
https://www.immowelt.de/expose/247qp5r,na,na,597000.0,58.0,2.0,3.57,10781.0,1956.0,1.0,10293.103448275862
https://www.immowelt.de/expose/2zqbe44,na,na,4390000.0,302.58,5.0,3.57,10777.0,1956.0,1.0,14508.55971974354
https://www.immowelt.de/expose/29bht5u,Fernwärme,Zentralheizung,510000.0,66.61,2.0,3.57,10587.0,1905.0,1.0,7656.508031827053
https://www.immowelt.de/expose/29hkn5u,na,na,629000.0,90.0,4.0,3.57,10629.0,1908.0,1.0,6988.888888888889
https://www.immowelt.de/expose/29qtk5u,na,na,297000.0,75.0,3.0,3.57,13591.0,1995.0,1.0,3960.0
https://www.immowelt.de/expose/299sb5u,Gas,Zentralheizung,515400.0,89.63,3.0,3.57,10715.0,1898.0,2.0,5750.30681691398
https://www.immowelt.de/expose/29eda5u,Gas,Zentralheizung,320000.0,70.5,3.0,2.97,12203.0,1967.0,1.0,4539.007092198582
https://www.immowelt.de/expose/29ap95u,Fernwärme,Zentralheizung,396000.0,54.0,2.0,3.57,13189.0,1930.0,1.0,7333.333333333333
https://www.immowelt.de/expose/29sn95u,Fernwärme,Zentralheizung,480000.0,55.0,2.0,3.57,10249.0,1958.0,1.0,8727.272727272728
https://www.immowelt.de/expose/29bn95u,na,na,498000.0,66.0,3.0,3.57,14167.0,1938.0,5.0,7545.454545454545
https://www.immowelt.de/expose/292785u,na,na,250000.0,64.0,2.0,3.57,10551.0,1956.0,1.0,3906.25
https://www.immowelt.de/expose/29c8m5t,na,na,359000.0,64.0,3.0,3.57,14089.0,1956.0,1.0,5609.375
https://www.immowelt.de/expose/29t8l5t,Gas,Etagenheizung,399000.0,85.0,3.0,3.57,10407.0,1901.0,1.0,4694.117647058823
https://www.immowelt.de/expose/29jsj5t,Fernwärme,Zentralheizung,229585.0,62.05,2.0,3.57,10245.0,1910.0,1.0,3700.0
https://www.immowelt.de/expose/29jxd5t,na,na,426000.0,96.0,4.0,3.57,12057.0,1939.0,4.0,4437.5
https://www.immowelt.de/expose/29vjj5t,na,na,629000.0,53.57,2.0,3.57,10317.0,2024.0,1.0,11741.64644390517
https://www.immowelt.de/expose/29ncj5t,na,na,288000.0,31.19,1.0,3.57,10317.0,2024.0,1.0,9233.728759217698
https://www.immowelt.de/expose/29haj5t,na,na,259000.0,29.84,1.0,3.57,10317.0,2024.0,1.0,8679.624664879357
https://www.immowelt.de/expose/2z5yd4p,Fernwärme,Zentralheizung,210000.0,39.0,2.0,3.57,13585.0,1957.0,1.0,5384.615384615385
https://www.immowelt.de/expose/29fc75t,Gas,Fußbodenheizung,2346000.0,234.64,6.0,3.57,10439.0,2012.0,1.0,9998.295260825094
https://www.immowelt.de/expose/29any5s,Fernwärme,Zentralheizung,410000.0,63.0,2.0,3.57,10117.0,1998.0,2.0,6507.936507936508
https://www.immowelt.de/expose/296kf5m,Gas,Zentralheizung,815000.0,104.0,3.0,3.57,10439.0,1910.0,1.0,7836.538461538462
https://www.immowelt.de/expose/29dsl5s,Gas,Etagenheizung,840000.0,143.0,3.0,3.57,10823.0,1900.0,1.0,5874.125874125874
